NAME,TYPE,COST,STRENGTH,WEAKNESS,OPPORTUNITIES,THREATS,P_LOW,P_HIGH,YEARLY_LOW,YEARLY_HIGH
Rossel Finance Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rotographics (India) Ltd.,Trading,37.04,New 52 week high today,"Negative profit growth, promoters decreasing shareholding QoQ",No Opportunity for this stock,No Threat for this stock,37.04,37.04,10.55,37.04
Rossari Biotech Ltd.,Speciality Chemicals,804.00,Company with high TTM EPS Growth,MFs decreased their shareholding last quarter,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,791.00,809.00,536.35,903.85
Roopshri Resorts Ltd.,Hotels,33.91,Strong Annual EPS Growth,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,33.91,33.91,20.30,34.00
Roselabs Finance Ltd.,Finance - NBFC,32.65,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,32.65,32.65,13.67,37.51
Rosekamal Textiles Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Roplas (India) Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rollatainers Ltd.,Packaging - Packaging Materials,1.64,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Turnaround companies- loss to profit QoQ ,No Threat for this stock,1.55,1.55,0.85,1.85
ROM Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rose Investments Ltd.,Finance - Investments,6.34,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,6.34,6.34,8.08,8.08
Rolex Pharmaceuticals Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rohit Tissue Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Roofit Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Roopa Industries Ltd.,Pharmaceuticals & Drugs,63.00,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,57.19,66.00,37.40,74.95
Raj Oil Mills RE Ltd.,Oil Exploration and Production,3.45,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,3.28,3.61,2.84,10.90
Rolta India Ltd.,IT Services & Consulting,2.65,Company with Zero Promoter Pledge,Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,No Threat for this stock,2.60,2.80,1.45,4.55
Rolex Rings Ltd.,Metals - Castings/Forgings,"2,345.60",Efficient in managing Assets to generate Profits - ROA improving since last 2 year,MFs decreased their shareholding last quarter,No Opportunity for this stock,No Threat for this stock,2338.05,2364.55,1622.65,2620.00
Rohini Strips Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rockon Fintech Ltd.,Finance - Investment,0.63,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.63,0.63,0.56,1.23
Rohit Ferro Tech Ltd.,Iron & Steel,28.45,Growth in Quarterly Net Profit with increasing Profit Margin (YoY),MACD Crossover Below Signal Line,Highest Recovery from 52 Week Low ,"Degrowth in Revenue, Profits and Operating Profit Margin in recent results (QoQ)",28.45,30.95,1.63,58.70
Roni Households Ltd.,Miscellaneous,31.15,Strong Annual EPS Growth,"Weak Momentum: Price below Short, Medium and Long Term Averages",No Opportunity for this stock,No Threat for this stock,31.15,31.15,27.60,122.92
Rockwool (India) Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rockland Thermionics Ltd.,Electrodes & Graphite,17.15,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,17.15,17.15,4.00,10.00
Rock Copco Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rockingdeals Circular Economy Ltd.,Miscellaneous,,Strong Annual EPS Growth,Negative Breakdown First Support (LTP < S1),RSI indicating price strength ,No Threat for this stock,454.00,460.00,140.00,501.60
Rolcon Engineering Ltd.,Engineering - Industrial Equipments,595.00,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,595.00,595.00,110.35,654.00
Robust Hotels Ltd.,Miscellaneous,,Strong Annual EPS Growth,No weakness for this stock,Turnaround companies- loss to profit QoQ ,No Threat for this stock,155.90,161.40,10.00,174.00
Rochees Breweries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rodium Realty Ltd.,Construction - Real Estate,0.00,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,No Threat for this stock,0.00,0.00,35.00,110.94
Rockline Projects Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RNB Industries Ltd.,Miscellaneous,10.45,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,10.45,10.45,10.45,11.35
Rock Hard Petrochemical Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rockland Leasing Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RN Paper and Boards Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RO Jewels Ltd.,Diamond  &  Jewellery,5.32,Strong Annual EPS Growth,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,5.30,5.80,3.11,13.37
RMC Switchgears Ltd.,Electric Equipment,563.90,Strong Annual EPS Growth,Negative Breakdown First Support (LTP < S1),Highest Recovery from 52 Week Low ,No Threat for this stock,562.00,571.00,124.13,675.00
Robust Hotels Ltd.,,160.10,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,155.10,160.10,,
Roadmaster Foods Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RMI Steels Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RLF Ltd.,Textiles & Apparel,10.08,Company with Low Debt,Inefficient use of assets to generate profits - ROA declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,9.60,10.08,5.34,15.30
Reliance Natural Resources Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RKEC Projects Ltd.,Construction - Infrastructure,,"Strong Momentum: Price above short, medium and long term moving averages",Promoters increased pledged shares QoQ,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,87.30,92.00,48.50,92.00
Ritesh International Ltd.,Commodity Chemicals,30.90,Growth in Net Profit with increasing Profit Margin (QoQ),"Negative profit growth, promoters decreasing shareholding QoQ",Turnaround companies- loss to profit QoQ ,No Threat for this stock,30.16,33.00,23.18,73.00
RKB Agro Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
RK Suitings Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rizvi Exports Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rite Zone Chemcon India Ltd.,Chemicals,,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,No Threat for this stock,67.00,67.00,,
Riverdale Foods Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rithwik Facility Management Services.ltd Ltd.,Misc. Commercial Services,120.05,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,No Opportunity for this stock,No Threat for this stock,120.05,120.05,38.50,120.05
Ritesh Polyesters Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Ritesh Exports Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Ritco Logistics Ltd.,Logistics,273.60,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,269.00,282.15,125.00,309.45
Rishiroop Rubber (International) Ltd.,Rubber,19.50,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,19.40,19.70,16.25,24.10
Rishi Techtex Ltd.,Packaging - Sacks and Bags,38.00,Company with high TTM EPS Growth,MACD Crossover Below Signal Line,No Opportunity for this stock,No Threat for this stock,37.00,39.00,18.60,51.19
Rishiroop Ltd.,Electric Equipment,137.00,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,136.00,143.50,85.00,144.00
Rishi Oil and Fats Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rita Finance and Leasing Ltd.,Finance - NBFC,20.99,Company with No Debt,Declining Net Cash Flow : Companies not able to generate net cash,No Opportunity for this stock,No Threat for this stock,20.95,21.25,18.00,32.20
Rishi Laser Ltd.,Engineering - Industrial Equipments,111.20,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,110.20,120.15,21.12,120.15
RITES Ltd.,Transport Infrastructure,617.50,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,558.45,621.00,311.30,621.00
Rishabh Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rose Zinc Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rishabhdev Technocable Ltd.,Cables - Power & Others,0.37,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.37,0.37,0.37,0.66
Rishabh Instruments Ltd.,Electric Equipment,578.00,Growth in Net Profit with increasing Profit Margin (QoQ),MFs decreased their shareholding last quarter,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,575.40,594.90,432.35,615.00
Rishabh Agro Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rishabh Food Products Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
Rishabh Digha Steel and Allied Products Ltd.,Iron & Steel,26.00,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,No Threat for this stock,25.45,26.00,15.26,26.70
Rishab Special Yarn Ltd.,Textiles - Processing,76.00,Effectively using its capital to generate profit - RoCE improving in last 2 years,Inefficient use of shareholder funds - ROE declining in the last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,76.00,76.95,11.00,81.42
Reliance Industries Partly Paid Up,Diversified,"1,870.25",No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1800.90,1881.00,951.00,2110.00
Rinki Petrochemicals and Industries Ltd.,,,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,
